time,close,20w SMA,21w EMA,Up Trend,Down Trend,Macro Score Heatmap,Rate Hike,Rate Cut,LA1,LA2,ATR,MACD,Signal Line,Histogram,Cross
1662471000,62.78,,,,76.90962479536395,1,0,0,71.91201417687242,75.39842039381098,6.682912364375942,-2.6119602440808762,-0.6284587154667878,-1.9835015286140885,
1662557400,68.25,,,,76.90962479536395,1,0,0,71.69007392372863,75.15610105842755,6.701275766920517,-2.4889683938005334,-1.1327603616527797,-1.3562080321477537,
1662643800,73.08,,,,76.90962479536395,1,0,0,71.77431186774508,75.0857247513622,6.781898926426194,-1.9789438000617992,-1.4998028438594362,-0.47914095620236297,
1662730200,80.87,71.62450000000004,89.6921554561655,65.09766352417968,,1,0,0,72.32556569394235,75.28180187843468,6.866049003110038,-0.9353753143683434,-1.645037804632634,0.7096624902642905,-1.645037804632634
1662989400,82.55,,,70.09639717176171,,1,0,0,72.94522837915797,75.52818147577588,6.659902645745035,0.026911964330153637,-1.5964006305100904,1.623312594840244,
1663075800,75.25,,,70.09639717176171,,1,0,0,73.08491150769385,75.5187515952411,6.76990959962039,0.19819787254884602,-1.4672434831053234,1.6654413556541694,
1663162200,78.7,,,70.09639717176171,,1,0,0,73.42521990116694,75.62659052421597,6.649916056790362,0.6053512436882897,-1.2438548458091572,1.849206089497447,
1663248600,77.23,,,70.09639717176171,,1,0,0,73.65581263442955,75.68094338780188,6.5588506241624795,0.800182503199963,-0.9509565704824254,1.7511390736823884,
1663335000,74,69.68900000000005,88.26559586924135,70.09639717176171,,1,0,0,73.67667247476716,75.62396225601198,6.349775579579445,0.6860453703022671,-0.6331731998046711,1.3192185701069383,
1663594200,69.93,,,,81.88994753404644,1,0,0,73.44960141569037,75.43094658631665,6.396220181038056,0.2641311451510546,-0.3136074898900121,0.5777386350410667,
1663680600,67.94,,,,79.64495278064179,1,0,0,73.1156861783758,75.17701619356015,6.207918739535338,-0.22818491324548518,-0.06240932538389564,-0.16577558786158952,-0.06240932538389564
1663767000,67.64,,,,79.64495278064179,1,0,0,72.78382640998939,74.92152411920218,6.108060258139957,-0.635233848875302,0.08689178030349293,-0.722125629178795,
1663853400,62.94,,,,77.28934375231987,1,0,0,72.18723086999003,74.51537075922921,6.1481988111299595,-1.321836475378717,0.04395165130234031,-1.3657881266810574,
1663939800,61.88,67.59600000000003,85.86690533567396,,72.51531937708786,1,1,0,71.56255021120276,74.08705310637399,5.974420324620676,-1.9292677471363504,-0.1734016499717157,-1.7558660971646347,
1664199000,62.28,,,,72.51531937708786,1,0,0,70.99997141052381,73.68681401802233,5.865533158576342,-2.351280649543199,-0.45667704131527626,-1.8946036082279225,
1664285400,63.05,,,,72.51531937708786,1,0,0,70.51815496140115,73.32624405130971,5.851266504392318,-2.5936978163913693,-0.8121269368796828,-1.7815708795116865,
1664371800,67.31,,,,72.51531937708786,1,0,0,70.32372132737684,73.12230357499413,5.78903318265001,-2.4142389264132618,-1.1692848735033745,-1.2449540529098873,
1664458200,61.94,,,,72.51531937708786,1,0,0,69.81561700450553,72.74324243685874,5.879102241032151,-2.674500606043935,-1.5426788708751746,-1.1318217351687605,
1664544600,64.49,67.42700000000005,83.92355030515814,,72.51531937708786,1,0,0,69.4928523375658,72.46347150679573,5.924616366672711,-2.6445118865973853,-1.8658614299583347,-0.7786504566390506,
1664803800,65.95,,,,72.51531937708786,1,0,0,69.27813401407695,72.24267586249756,5.92571519762466,-2.4744123270697713,-2.115442253716589,-0.35897007335318243,
1664890200,74.5,,,59.802780199743935,,1,0,0,69.59461074049653,72.31919532478578,6.122449826365755,-1.6308937282709906,-2.2260711292049984,0.5951774009340078,-2.2260711292049984
1664976600,72.97,,,59.802780199743935,,1,0,0,69.79917978652705,72.34125650021677,6.057989124482487,-1.073482931738937,-2.198476291022801,1.124993359283864,
1665063000,73.91,,,62.119671961792605,,1,0,0,70.0483204055254,72.39443424597214,5.977911329876595,-0.5495458924988554,-2.0451738627297456,1.4956279702308901,
1665149400,67,67.46950000000004,82.38504573196195,62.119671961792605,,1,0,0,69.86357371428144,72.21157206814257,6.151631949171124,-0.68401635015978,-1.859922273909366,1.175905923749586,
1665408600,67.04,,,62.119671961792605,,1,0,0,69.69244803462803,72.03626454040892,5.9857939528017585,-0.778384756017644,-1.6582208227567297,0.8798360667390857,
1665495000,70.16,,,62.119671961792605,,1,0,0,69.72078451737785,71.97266235259845,6.105737241887347,-0.5945607462935527,-1.4560343582989843,0.8614736120054316,
1665581400,69.95,,,62.119671961792605,,1,0,0,69.7346763648095,71.90409752708663,5.957470296038251,-0.4605156019650565,-1.2100360245124422,0.7495204225473857,
1665667800,69.26,,,62.119671961792605,,1,0,0,69.7059081002756,71.81446710243964,6.166936703464089,-0.40528917148587595,-0.9612335006111634,0.5559443291252875,
1665754200,63.59,66.88300000000004,80.6764052108745,62.119671961792605,,1,0,0,69.3352470032892,71.53567160744169,6.470012653216655,-0.8097096128883834,-0.776266532368787,-0.033443080519596435,-0.776266532368787
