time,close,Up Trend,Down Trend,Macro Score Heatmap,Rate Hike,Rate Cut,ATR
1761696000,110032.13,,115244.64530592033,1,0,0,3749.215897212665
1761782400,108308.18,,115244.64530592033,1,0,1,3863.5483331260452
1761868800,109555.27,,115244.64530592033,1,0,0,3787.5798807598994
1761955200,110052.25,,115244.64530592033,1,0,0,3599.7191749913354
1762041600,110536.01,,115244.64530592033,1,0,0,3515.595662491955
1762128000,106557.98,,115244.64530592033,1,0,0,3655.71954374253
1762214400,101468.15,,111307.8380470214,1,0,0,3992.9452906180636
1762300800,103869,,110273.78524231927,1,0,0,4107.734912716774
1762387200,101290.5,,110273.78524231927,1,0,0,4096.908847522718
1762473600,103284.27,,110196.7696462786,1,0,0,4152.271786985381
1762560000,102285.57,,110196.7696462786,1,0,0,3993.3423736292825
1762646400,104694.95,,110196.7696462786,1,0,0,4000.8507755129044
1762732800,105979.38,,110196.7696462786,1,0,0,3887.3785772619826
1762819200,103009.35,,110196.7696462786,1,0,0,3971.106536028984
1762905600,101639.01,,110196.7696462786,1,0,0,4009.8446405983423
1762992000,99614.54,,109510.66947347295,1,0,0,4164.855737698461
1763078400,94503.96,,105766.26852612566,1,0,0,4287.707470719999
1763164800,95544.94,,103974.87667351309,1,0,0,4161.786937097143
1763251200,94183.97,,103116.11600616178,1,0,0,4122.786441590204
1763337600,92100.6,,102040.4614055456,1,0,0,4170.562410048046
1763424000,92914.46,,100035.20176499103,1,0,0,4200.630809330329
1763510400,91461.6,,99308.90158849194,1,0,0,4219.50575152102
1763596800,86536.88,,98684.85442964274,1,0,0,4425.27034069809
1763683200,85068.88,,93573.19048667846,1,0,0,4599.985316362512
1763769600,84684,,93567.16043801063,1,0,0,4421.7863651937605
1763856000,86808.28,,93567.16043801063,1,0,0,4354.936624822777
1763942400,88266.2,,93567.16043801063,1,0,0,4330.471865906865
1764028800,87325.01,,93567.16043801063,1,0,0,4193.995304056375
1764115200,90468.84,,93567.16043801063,1,0,0,4205.96563948092
1764201600,91316.7,,93567.16043801063,1,0,0,4038.2245223751393
1764288000,90902.7,,93567.16043801063,1,0,0,3959.8770564912006
1764374400,90828.06,,93567.16043801063,1,0,0,3748.4565524561153
1764460800,90369.51,,93567.16043801063,1,0,0,3596.912512994964
1764547200,86282.36,,93567.16043801063,1,0,0,3813.825904923895
1764633600,91308.05,,93567.16043801063,1,0,0,3981.454054572188
1764720000,93453.84,,93567.16043801063,1,0,0,3922.5601935313175
1764806400,92093.54,,93567.16043801063,1,0,0,3869.685893993367
1764892800,89345.29,,93567.16043801063,1,0,0,3923.091901565269
1764979200,89267.97,,93567.16043801063,1,0,0,3740.322480024893
1765065600,90402.29,,93567.16043801063,1,0,0,3762.2144457374015
1765152000,90653.86,,93567.16043801063,1,0,0,3685.8391281847303
1765238400,92690,,93567.16043801063,1,0,0,3787.072761885821
1765324800,92035.99,,93567.16043801063,1,0,0,3726.807564608262
1765411200,92542,,93567.16043801063,1,0,1,3770.3770242791
1765497600,90278,,93567.16043801063,1,0,0,3736.1543796877354
1765584000,90255.32,,93567.16043801063,1,0,0,3532.0869239957547
1765670400,88171.61,,93567.16043801063,1,0,0,3489.1364294246296
1765756800,86417.5,,93567.16043801063,1,0,0,3592.420255894299
1765843200,87854.01,,93567.16043801063,1,0,0,3542.818809044706
1765929600,86209.77,,93567.16043801063,1,0,0,3651.8081798272274
1766016000,85460.02,,93567.16043801063,1,0,0,3751.5183098395682
1766102400,88092.65,,93567.16043801063,1,0,0,3791.629144851028
1766188800,88324,,93567.16043801063,1,0,0,3574.4127773616688
1766275200,88639.95,,93567.16043801063,1,0,0,3429.4854361215503
1766361600,88556.77,,93567.16043801063,1,0,0,3377.067190684297
1766448000,87429.32,,93567.16043801063,1,0,0,3304.6173913497046
1766534400,87609.03,,93191.42148194938,1,0,0,3186.51614911044
1766620800,87171.68,,93191.42148194938,1,0,0,3075.7221384596937
1766707200,87296.01,,93191.42148194938,1,0,0,3065.0662714268587
1766793600,87808,,92800.75186034109,1,0,0,2915.4458234677963
1766880000,87877.29,,92639.045674307,1,0,0,2753.6625503629534
1766966400,87110.78,,92639.045674307,1,0,0,2817.686653908457
1767052800,88397.5,,92639.045674307,1,0,0,2804.890464343568
1767139200,87497.94,,92639.045674307,1,0,0,2748.6382883190277
1767225600,88738.34,,92639.045674307,1,0,0,2654.96769629624
1767312000,89957.99,,92639.045674307,1,0,0,2655.5514322750796
1767398400,90598.02,,92639.045674307,1,0,0,2566.788472826859
1767484800,91494,,92639.045674307,1,0,0,2466.7771533392265
1767571200,93870.06,88462.5061136301,,1,0,0,2529.578070957854
1767657600,93722.01,88462.5061136301,,1,0,0,2580.072494460864
1767744000,91279.73,88462.5061136301,,1,0,0,2620.47945914223
1767830400,91026,88462.5061136301,,1,0,0,2603.303069203499
1767916800,90515.45,88462.5061136301,,1,0,0,2585.991421403249
1768003200,90385.54,88462.5061136301,,1,0,0,2433.1756055887317
1768089600,90872.01,88462.5061136301,,1,0,0,2335.3859194752504
1768176000,91188.09,88462.5061136301,,1,0,0,2340.204068084161
1768262400,95384.23,88598.98194387554,,1,0,0,2553.3916346495785
1768348800,96955.16,91062.384249488,,1,0,0,2617.077232174608
1768435200,95587.65,91062.384249488,,1,0,0,2580.8738584478497
1768521600,95504,91062.384249488,,1,0,0,2510.9150114158615
1768608000,95109.99,91062.384249488,,1,0,0,2375.8410820290146
1768694400,93633.53,91062.384249488,,1,0,0,2343.653861884085
1768780800,92559.66,91062.384249488,,1,0,0,2297.552157463793
1768867200,88310.6,,95215.34891873287,1,0,0,2493.4741462163793
1768953600,89363.71,,93931.63002685957,1,0,0,2554.225992915209
1769040000,89463.5,,93931.63002685957,1,0,0,2504.9741362784093
1769126400,89474.93,,93931.63002685957,1,0,0,2519.3588408299515
1769212800,89082.17,,93931.63002685957,1,0,0,2398.3839236278122
1769299200,86561.94,,92432.02704062258,1,0,0,2454.057929082968
1769385600,88250.01,,92432.02704062258,1,0,0,2448.5016484341845
1769472000,89116.96,,92432.02704062258,1,0,0,2435.551530688887
1769558400,89162.4,,92432.02704062258,1,0,0,2388.04713563968
1769644800,84513.2,,91621.89356335247,1,0,0,2645.611625951132
1769731200,84110.99,,88387.17370701722,1,0,0,2713.7022240974798
1769817600,78648,,86618.6973363155,1,0,0,3126.5699223762317
1769904000,76895.53,,84275.27810268395,1,0,0,3169.33207077793
1769990400,78666.85,,84007.88029241556,1,0,0,3288.436208579506
1770076800,75661.49,,83622.872763174,1,0,0,3501.0300508238274
1770163200,72998,,82193.04198685661,1,0,0,3620.443618622125
1770249600,62791,,76988.88778817095,1,0,0,4147.0055030062595
1770336000,70527.7,,76575.30050935384,1,0,0,4686.946538505812
1770422400,69244.74,,76575.30050935384,1,0,0,4663.221071469683
1770508800,70279.33,,76575.30050935384,1,0,0,4572.372423507562
1770595200,70101.99,,76575.30050935384,1,0,0,4470.568678971309
1770681600,68803.65,,76575.30050935384,1,0,0,4339.313059044787
1770768000,67024.93,,76564.91714946835,1,0,0,4282.579983398731
1770854400,66208,,75568.16893452151,1,0,0,4213.64069887025
1770940800,68812,,75568.16893452151,1,0,0,4172.272791808088
1771027200,69786.96,,75568.16893452151,1,0,0,4005.246163821796
1771113600,68792,,75568.16893452151,1,0,0,3927.8464378345243
1771200000,68858.13,,75568.16893452151,1,0,0,3850.013120846345
1771286400,67466.7,,75361.29517129561,1,0,0,3762.864326500177
1771372800,66419.79,,74380.03415416605,1,0,0,3681.6790174644493
1771459200,66972.5,,73312.03923874945,1,0,0,3538.9583733598456
1771545600,67984.42,,73312.03923874945,1,0,0,3419.577775262714
1771632000,67955.78,,73312.03923874945,1,0,0,3258.632219886807
1771718400,67617.98,,73312.03923874945,1,0,0,3105.0577756091775
1771804800,64625.78,,71681.3172360435,1,0,0,3154.797934494236
1771891200,64068.33,,69585.25351243916,1,0,0,3104.7202248875046
1771977600,67992.68,,69585.25351243916,1,0,0,3319.2223516812546
1772064000,67490.51,,69585.25351243916,1,0,0,3251.130755132594
1772150400,65859.94,,69585.25351243916,1,0,0,3253.207129765981
1772236800,66967.85,,69585.25351243916,1,0,0,3359.545906211268
1772323200,65769,,69585.25351243916,1,0,0,3347.551198624749
1772409600,68832.01,,69585.25351243916,1,0,0,3456.9132558658384
1772496000,68335.99,,69585.25351243916,1,0,0,3432.645166161136
1772582400,72683.26,63234.746750717255,,1,0,0,3666.658368578198
1772668800,70887.6,64764.02457564553,,1,0,0,3615.4134851083277
1772755200,68108.24,64764.02457564553,,1,0,0,3621.6882361720186
1772841600,67259.62,64764.02457564553,,1,0,0,3478.957647874017
1772928000,65970.56,64764.02457564553,,1,0,0,3414.9356730258733
1773014400,68432.17,64764.02457564553,,1,0,0,3436.8738392383116
1773100800,69960.83,64764.02457564553,,1,0,0,3435.4185650070035
1773187200,70208,64764.02457564553,,1,0,0,3359.870096077931
1773273600,70531.56,64764.02457564553,,1,0,0,3237.010089215222
1773360000,70944.33,65806.53400886252,,1,0,0,3260.794368556992
1773446400,71232.02,65806.53400886252,,1,0,0,3105.021913660064
1773532800,72830.01,66214.78909717865,,1,0,0,3051.2624912557735
1773619200,74886.47,67820.64068746078,,1,0,0,3021.7044561660755
1773705600,73934.11,68989.89511871469,,1,0,0,2993.1962807256423
1773792000,71245.02,68989.89511871469,,1,0,0,3081.1944035309534
1773878400,69918.3,68989.89511871469,,1,0,0,3065.053374707314
1773964800,70497.01,68989.89511871469,,1,0,0,2990.736705085363
1774051200,68912.02,,75518.60704911128,1,0,0,2956.6690832935515
1774137600,67844.94,,74033.13884420015,1,0,0,2905.8320059154403
1774224000,70874.23,,74033.13884420015,1,0,0,3011.5582912071945
1774310400,70533.49,,74033.13884420015,1,0,0,2975.0184132638237
1774396800,71301.53,,74033.13884420015,1,0,0,2882.030669459264
1774483200,68769.02,,74033.13884420015,1,0,0,2912.7406216407458
1774569600,66353.34,,73141.10798886175,1,0,0,2963.9734343806927
