time,close,Up Trend,Down Trend,Macro Score Heatmap,Rate Hike,Rate Cut,ATR
1607299200,68.1,,,1,0,0,
1607904000,73.68,,,1,0,0,
1608508800,66.88,,,1,0,0,
1609113600,59.41,,,1,0,0,
1609718400,96.42,,,1,0,0,
1610323200,102.33,,,1,0,0,
1610928000,90.07,,,1,0,0,
1611532800,85.57,,,1,0,0,
1612137600,92.39,,,1,0,0,
1612742400,156.4,82.342,,1,0,0,
1613347200,162.03,82.342,,1,0,0,
1613952000,111.61,82.342,,1,0,0,
1614556800,130.11,82.342,,1,0,0,
1615161600,143.28,82.342,,1,0,0,38.03785714285714
1615766400,148.31,82.342,,1,0,0,37.55229591836734
1616371200,144.95,82.342,,1,0,0,37.259274781341105
1616976000,187.16,90.85889207679999,,1,0,0,38.43432658267388
1617580800,222.74,113.46550286912,,1,0,0,40.66473182676861
1618185600,260.58,146.27395258220798,,1,0,0,45.720822410570854
1618790400,202.57,146.27395258220798,,1,0,0,49.02790652410151
1619395200,243.67,146.27395258220798,,1,0,0,49.754484629522835
1620000000,305.81,167.87136643242962,,1,0,0,54.305592870271205
1620604800,262.4,180.11372978918664,,1,0,0,60.478050522394696
1621209600,114.58,,332.247643189732,1,0,0,68.72390405650935
1621814400,150.37,,306.70387887075884,1,0,0,68.99076805247297
1622419200,149.65,,305.12249098368295,1,0,0,66.48857033443919
1623024000,132.98,,276.5382418853147,1,0,0,64.3301010248364
1623628800,131.7,,264.2409176967832,1,0,0,61.66723666591952
1624233600,107.71,,237.0913259271049,1,0,0,60.62029118978241
1624838400,119.82,,237.0913259271049,1,0,0,58.3316989619408
1625443200,110.59,,227.41852400095496,1,0,0,55.604434750373606
1626048000,93.76,,207.65817160085948,1,0,0,53.12983226820406
1626652800,100.52,,191.67135444077354,1,0,0,50.733415677618055
1627257600,115.63,,191.67135444077354,1,0,0,48.93245741493105
1627862400,123.65,,191.67135444077354,1,0,0,47.35656759957884
1628467200,154.8,,191.67135444077354,1,0,0,46.65681277103749
1629072000,160.55,,191.67135444077354,1,0,0,45.222040430249095
1629676800,148.38,,191.67135444077354,1,0,0,44.262608970945585
1630281600,172.82,,191.67135444077354,1,0,0,43.7345654730209
1630886400,131.27,,191.67135444077354,1,0,0,44.717096510662266
1631491200,133.46,,191.67135444077354,1,0,0,43.340161045614956
1632096000,111.37,,191.67135444077354,1,0,0,42.508720970928174
1632700800,118.83,,185.72802865576313,1,0,0,40.85095518729044
1633305600,119.32,,185.72802865576313,1,0,0,39.139458388198264
1633910400,137.91,,185.72802865576313,1,0,0,38.47735421761268
1634515200,173.15,,185.72802865576313,1,0,0,39.6782574877832
1635120000,167.25,,185.72802865576313,1,0,0,40.0705248100844
1635724800,164.05,,185.72802865576313,1,0,0,39.00263018079266
1636329600,202.26,114.40849564315259,,1,0,0,40.245299453593184
1636934400,229.62,114.40849564315259,,1,0,0,43.996349492622244
1637539200,241.6,148.9662814709536,,1,0,0,48.66661024314923
1638144000,183.24,148.9662814709536,,1,0,0,52.758995225781426
1638748800,169.49,148.9662814709536,,1,0,0,51.210495566797036
1639353600,157.63,148.9662814709536,,1,0,0,49.62260302631154
1639958400,167.45,148.9662814709536,,1,0,0,47.74884566728928
1640563200,153.06,148.9662814709536,,1,0,0,46.67964240534004
1641168000,144.28,,231.95690869879496,1,0,0,45.34895366210146
1641772800,141.52,,226.75471782891546,1,0,0,43.09902840052278
1642377600,97.58,,200.4617460460239,1,0,0,44.27481208619973
1642982400,93.02,,173.16457144142151,1,0,0,42.46303979432832
1643587200,124.6,,173.16457144142151,1,0,0,42.14425123759058
1644192000,117.43,,173.16457144142151,1,0,0,40.858947577762684
1644796800,108.11,,173.16457144142151,1,0,0,39.82330846506535
1645401600,102.4,,173.16457144142151,1,0,0,39.155215003274975
1646006400,107.41,,173.16457144142151,1,0,0,38.561985360183904
1646611200,155,,173.16457144142151,1,0,0,39.8818435487422
1647216000,174.15,80.44996660823954,,1,1,0,40.4309975809749
1647820800,210.64,109.87146994741558,,1,0,0,41.15806918233384
1648425600,179.62,110.09182295267401,,1,0,0,41.163207097881426
1649030400,161.12,110.09182295267401,,1,0,0,40.03226373374704
1649635200,137.35,110.09182295267401,,1,0,0,39.06424489562225
1650240000,160.92,110.09182295267401,,1,0,0,38.958941688792095
1650844800,124.12,110.09182295267401,,1,0,0,40.57687442530695
