event_date,close_price_usd,market_cap_usd,volume_usd
2019-04-14 00:00:00 UTC,69.88770017401941,439079624.9677405,174134079.1051497
2019-04-15 00:00:00 UTC,67.58773574424902,441029543.6875195,182809800.0038488
2019-04-16 00:00:00 UTC,69.2716829483967,427633133.8014415,213502861.9947857
2019-04-17 00:00:00 UTC,70.47350300060104,440065724.97004056,169227077.23104724
2019-04-18 00:00:00 UTC,70.64600643704121,446908139.29544646,199384502.50575703
2019-04-19 00:00:00 UTC,69.59292399698207,447675631.0358994,242920862.9343488
2019-04-20 00:00:00 UTC,69.48950864546622,441985885.64692193,255087927.26192835
2019-04-21 00:00:00 UTC,68.47971637945132,442178420.3680218,211176608.54209608
2019-04-22 00:00:00 UTC,69.23441234942216,436807316.87594664,243779562.75186297
2019-04-23 00:00:00 UTC,67.1640528375542,441417049.38617337,231388141.09637335
2019-04-24 00:00:00 UTC,65.22710302020145,428724205.5936245,270787473.05306566
2019-04-25 00:00:00 UTC,61.78499702484953,414671177.6443786,320870113.91133046
2019-04-26 00:00:00 UTC,61.55899912638709,393915354.0188754,243528748.8762293
2019-04-27 00:00:00 UTC,61.14640199749629,394113256.8772051,265394517.7832912
2019-04-28 00:00:00 UTC,60.10538014264317,391983679.2400874,174731965.20091236
2019-04-29 00:00:00 UTC,57.59982629797922,385853258.64391035,164748511.78018343
2019-04-30 00:00:00 UTC,60.325792729327134,370110877.4215593,208070535.13476655
2019-05-01 00:00:00 UTC,60.671520492778434,388273936.5051905,226415372.08032143
2019-05-02 00:00:00 UTC,59.70651442419923,390234736.56924045,194683387.1432237
2019-05-03 00:00:00 UTC,62.33379514424688,384892319.8078289,226456870.2435355
2019-05-04 00:00:00 UTC,60.708203156037094,402006219.2048379,303703101.1169774
2019-05-05 00:00:00 UTC,59.450496256991755,392717364.2409742,242290923.4616284
2019-05-06 00:00:00 UTC,59.75428779729411,383528823.4866985,177554309.8481036
2019-05-07 00:00:00 UTC,57.69489752308275,386971382.0253678,314111482.99322295
2019-05-08 00:00:00 UTC,57.91227573323848,374114864.5909625,357080916.775165
2019-05-09 00:00:00 UTC,56.50823572099946,375804315.91214967,176684087.90401503
2019-05-10 00:00:00 UTC,57.43248068860663,367215762.47064424,201161187.3360785
2019-05-11 00:00:00 UTC,64.19366098285087,373839593.4621765,193888372.33724025
2019-05-12 00:00:00 UTC,60.48901508585534,418379995.15409213,551654299.2801669
2019-05-13 00:00:00 UTC,63.56758270428709,394427315.8629057,489396875.9299221
2019-05-14 00:00:00 UTC,67.73566149287979,414973491.49295086,451975157.1778366
2019-05-15 00:00:00 UTC,76.97596994907722,442542900.7539278,579068489.3657258
2019-05-16 00:00:00 UTC,75.3467101839269,505959593.2445955,578988672.0663395
2019-05-17 00:00:00 UTC,73.36280567741436,493038457.9314313,1059222556.319583
2019-05-18 00:00:00 UTC,72.13093220909853,479544091.7556356,935407973.3475524
2019-05-19 00:00:00 UTC,77.96958999869692,473553622.38028383,422242590.5718864
2019-05-20 00:00:00 UTC,76.2408704684799,512203191.0287522,547984090.2328635
2019-05-21 00:00:00 UTC,74.77357010648184,501388078.0217091,487063362.7311201
2019-05-22 00:00:00 UTC,70.31648394369779,492321007.4373845,401653816.68163794
2019-05-23 00:00:00 UTC,72.02143336247009,463822796.5175024,443236052.8644059
2019-05-24 00:00:00 UTC,72.52559241504908,474507158.199374,403197943.21562153
2019-05-25 00:00:00 UTC,72.37097011396848,478953756.8734963,311036044.43331397
2019-05-26 00:00:00 UTC,75.74523155172751,478630388.06960976,271569716.87019044
2019-05-27 00:00:00 UTC,76.46641387510653,501408427.4602123,348492482.7964298
2019-05-28 00:00:00 UTC,85.69622335462877,509228851.5142582,485322582.02160454
2019-05-29 00:00:00 UTC,85.09995085572939,568479287.6578292,794276249.0094371
2019-05-30 00:00:00 UTC,83.43121737042743,565147774.0974739,452986208.7466674
2019-05-31 00:00:00 UTC,90.33429536105868,554657511.8650129,840873169.3658481
2019-06-01 00:00:00 UTC,86.27273720808309,601615034.2873873,590843427.6139402
2019-06-02 00:00:00 UTC,88.88086436043528,574778583.852099,494692226.1539874
2019-06-03 00:00:00 UTC,83.8664278664463,592138266.4085556,391765277.291424
2019-06-04 00:00:00 UTC,77.93608333441225,561626630.6601435,431118722.66629773
2019-06-05 00:00:00 UTC,80.6242130420592,518692058.6901194,517248944.3420902
2019-06-06 00:00:00 UTC,79.9914442584209,539467191.3923799,403933810.1565363
2019-06-07 00:00:00 UTC,83.60646708325469,536973092.6467392,349958906.9177061
2019-06-08 00:00:00 UTC,80.67232885239008,560622642.486345,396828004.244399
2019-06-09 00:00:00 UTC,77.45061463444114,541513511.6237237,312110815.7580685
2019-06-10 00:00:00 UTC,80.30787767192824,520456028.68490785,349515582.4320785
2019-06-11 00:00:00 UTC,79.8122214610425,540267792.4535049,361207260.98067
2019-06-12 00:00:00 UTC,90.7942501838953,537424854.6871848,326159933.7742998
2019-06-13 00:00:00 UTC,87.87360531840027,611584820.7011398,513521630.8044859
2019-06-14 00:00:00 UTC,90.67158373644716,593015660.0016375,448470526.39750224
2019-06-15 00:00:00 UTC,92.32194441532096,612345508.1999213,501605956.40790266
2019-06-16 00:00:00 UTC,93.8045479921491,623917549.1084607,437816184.6789301
2019-06-17 00:00:00 UTC,102.63332228341432,634964537.2940531,540395738.4144533
2019-06-18 00:00:00 UTC,112.4228520797196,695263200.604304,572859782.2593155
2019-06-19 00:00:00 UTC,110.96707552334784,764780807.6851199,722853662.1458977
2019-06-20 00:00:00 UTC,109.67760927750363,753501615.2568804,580650545.5320393
2019-06-21 00:00:00 UTC,110.15118556659247,745582843.5260895,457463652.6693589
2019-06-22 00:00:00 UTC,113.10844823888434,749327325.3236591,650243720.6198903
2019-06-23 00:00:00 UTC,109.80137433264407,770795580.6974341,871689253.8905793
2019-06-24 00:00:00 UTC,109.00992107201388,747720811.6461087,562107420.10216
2019-06-25 00:00:00 UTC,105.4923869572192,744189473.2296503,536953870.4851407
2019-06-26 00:00:00 UTC,113.68250891297994,721131734.0910358,505028659.1325773
2019-06-27 00:00:00 UTC,106.215243713272,777762437.3065555,1139213067.0813737
2019-06-28 00:00:00 UTC,111.90003948537591,720938682.4169061,1015110089.6118898
2019-06-29 00:00:00 UTC,114.30441463197104,767453330.1010841,727234130.2181805
2019-06-30 00:00:00 UTC,103.24085528256654,783867680.28443,617627682.2692623
2019-07-01 00:00:00 UTC,103.7383251206264,709287259.7283249,582687318.0174471
2019-07-02 00:00:00 UTC,101.82769491403243,713445418.632872,528605560.1297096
2019-07-03 00:00:00 UTC,106.17332725974346,700740846.9515555,544580993.5765481
2019-07-04 00:00:00 UTC,101.33098981730238,731585480.5199704,457790338.3275289
2019-07-05 00:00:00 UTC,100.15140977534256,699347107.0339417,346416222.0722782
2019-07-06 00:00:00 UTC,103.88173004702664,691414284.8868351,354540754.3661136
2019-07-07 00:00:00 UTC,106.69293420638328,720010571.0855323,341144519.76825625
2019-07-08 00:00:00 UTC,105.23681975498413,738068089.323033,348708423.4609735
2019-07-09 00:00:00 UTC,101.01147364672056,729034416.564081,368915445.6826374
2019-07-10 00:00:00 UTC,97.46112556294976,700135613.739326,388396078.62293607
2019-07-11 00:00:00 UTC,88.58128941555022,676655606.6664784,475973861.25095475
2019-07-12 00:00:00 UTC,93.50380109227017,615124609.7141721,448366732.09435207
2019-07-13 00:00:00 UTC,89.88335723359653,650505766.3975561,401530357.3034515
2019-07-14 00:00:00 UTC,82.2277115448529,625895613.081548,371472616.0504611
2019-07-15 00:00:00 UTC,80.79561077885108,573046956.7862383,459816921.1373576
2019-07-16 00:00:00 UTC,67.0266933037739,563759958.7430787,592269218.183402
2019-07-17 00:00:00 UTC,73.98691380021988,468166966.9524666,457801572.515738
2019-07-18 00:00:00 UTC,78.97087850649606,517324163.28472805,484068911.523878
2019-07-19 00:00:00 UTC,75.57991475944412,554166155.8388474,471493054.5017217
2019-07-20 00:00:00 UTC,78.06344399434181,529523862.8534415,341944263.4373882
2019-07-21 00:00:00 UTC,75.34318311746622,547502355.523041,312056017.80168176
2019-07-22 00:00:00 UTC,73.04089955381049,529079179.0993612,262857529.49423376
2019-07-23 00:00:00 UTC,70.87408409769736,513140747.8292457,281397946.33806413
2019-07-24 00:00:00 UTC,70.90686489423356,498851465.154968,287621623.28318644
2019-07-25 00:00:00 UTC,69.92025040379237,500024939.9610301,307577677.81513345
2019-07-26 00:00:00 UTC,71.44067553801356,493691669.7550173,261347451.40322927
2019-07-27 00:00:00 UTC,69.04539933707947,504605146.2957262,216205901.752355
2019-07-28 00:00:00 UTC,68.6228914410446,487714046.1849385,260559260.08557016
2019-07-29 00:00:00 UTC,67.49720093934737,485051613.3696459,220261404.42904043
2019-07-30 00:00:00 UTC,66.74532046643637,477334273.7028754,226505045.4710791
2019-07-31 00:00:00 UTC,68.05114217778522,472706209.50487226,207844585.0543306
2019-08-01 00:00:00 UTC,67.61579931444713,482149354.3617788,246028309.88996983
2019-08-02 00:00:00 UTC,66.51183372054155,480021792.5987795,225202328.47384363
2019-08-03 00:00:00 UTC,64.9260586423989,472857291.34235424,221326228.8366533
2019-08-04 00:00:00 UTC,65.9680463287571,462057173.1633703,195463445.82051796
2019-08-05 00:00:00 UTC,66.63524454669204,469697552.8532457,187981743.7912745
2019-08-06 00:00:00 UTC,62.574079002994615,474985821.4113457,267272757.4244893
2019-08-07 00:00:00 UTC,62.126437190880814,446535638.2261213,317833179.2433344
2019-08-08 00:00:00 UTC,62.45423925331601,443394707.71942574,242850588.53530195
2019-08-09 00:00:00 UTC,58.63994341645909,446856273.2016909,300259703.28937453
2019-08-10 00:00:00 UTC,56.57890296550335,419673980.5432681,201153710.4882946
2019-08-11 00:00:00 UTC,60.00289553287089,405158916.9765615,175938778.12761122
2019-08-12 00:00:00 UTC,56.7873516256472,430222156.86143535,171624968.2038645
2019-08-13 00:00:00 UTC,55.3697584460855,407685214.48892134,147639078.83982593
2019-08-14 00:00:00 UTC,50.65886448944679,398062180.75206,223075417.96561956
2019-08-15 00:00:00 UTC,50.802279345265795,364075603.2083819,277790190.6214155
2019-08-16 00:00:00 UTC,48.99070689644009,365654607.8838403,201867066.22903016
2019-08-17 00:00:00 UTC,50.20840007637974,352723169.9740748,190884566.46840417
2019-08-18 00:00:00 UTC,52.66751838745534,361169347.8682736,128428725.77429694
2019-08-19 00:00:00 UTC,54.23264178995098,380090726.01043934,154762003.85069627
2019-08-20 00:00:00 UTC,52.065932598404935,392057754.0870065,173219007.58455104
2019-08-21 00:00:00 UTC,49.99082611713846,376529911.17904073,156807398.5670864
2019-08-22 00:00:00 UTC,50.639045520297465,361678196.0377584,206623376.12801376
2019-08-23 00:00:00 UTC,50.905837212252,368547806.36027545,148481190.889166
2019-08-24 00:00:00 UTC,49.97451645401938,369378970.1100726,155070481.71662498
2019-08-25 00:00:00 UTC,50.27443200551663,362894675.5478301,138741376.02634123
2019-08-26 00:00:00 UTC,51.43586968826463,364910920.47848934,110733595.37300752
2019-08-27 00:00:00 UTC,50.52952860919044,374229773.7945535,194337568.29077145
2019-08-28 00:00:00 UTC,46.44683605141598,368434524.2231933,145120497.44164458
2019-08-29 00:00:00 UTC,44.925797090246114,339319944.26509356,195219949.2356564
2019-08-30 00:00:00 UTC,44.57807912483588,327429379.2986632,174538243.216185
2019-08-31 00:00:00 UTC,44.62347855674202,326314464.78944004,149238954.40606716
2019-09-01 00:00:00 UTC,45.360173780022905,326735847.1464485,143122157.74788424
2019-09-02 00:00:00 UTC,46.85160093113336,331878490.4600233,133262202.1036246
2019-09-03 00:00:00 UTC,45.58161115628633,343190669.6746998,172918394.53486264
2019-09-04 00:00:00 UTC,44.867354525029874,334292903.4956398,210529702.17861015
2019-09-05 00:00:00 UTC,44.920578736446735,329582232.23407507,177279844.00594318
2019-09-06 00:00:00 UTC,45.81125358081883,330258381.1272427,156014068.56140724
2019-09-07 00:00:00 UTC,46.98458083084272,338156414.53437185,199796969.85207352
2019-09-08 00:00:00 UTC,48.25450363508843,346029133.35861355,172988434.5395398
2019-09-09 00:00:00 UTC,47.16454516937558,356048720.7496718,153763074.0419394
2019-09-10 00:00:00 UTC,44.970625245057185,348211401.6644879,198845582.73767135
2019-09-11 00:00:00 UTC,44.51331506741547,332173056.2154226,161766907.1246703
2019-09-12 00:00:00 UTC,44.73390195854827,328434251.05230707,182385627.51127672
2019-09-13 00:00:00 UTC,44.69585561111319,331118598.43756026,161365704.17599434
2019-09-14 00:00:00 UTC,46.347704018740785,330784942.286688,171912078.33444107
2019-09-15 00:00:00 UTC,46.83282519765384,343398319.6392014,215097445.2623137
2019-09-16 00:00:00 UTC,48.69450701346261,346641933.4725365,227365081.4097649
2019-09-17 00:00:00 UTC,50.81034981065102,361752692.783472,307583677.1577861
2019-09-18 00:00:00 UTC,52.70907948745514,377930650.636229,374018393.6911855
2019-09-19 00:00:00 UTC,51.288151127966394,392259296.67011726,352995037.3064542
2019-09-20 00:00:00 UTC,48.8509824516985,382010924.6879417,441812091.42476666
2019-09-21 00:00:00 UTC,47.70887678435703,364302709.44610417,274717852.63225925
2019-09-22 00:00:00 UTC,46.13300968603677,355979976.1584107,258372111.61309284
2019-09-23 00:00:00 UTC,44.18513338352725,344717093.2951777,214055312.5659859
2019-09-24 00:00:00 UTC,36.502898471631944,329396534.727263,243051344.82346132
2019-09-25 00:00:00 UTC,37.90171756030429,278231762.97184336,465566652.0558473
2019-09-26 00:00:00 UTC,35.05090381357309,284028601.7106125,429652854.8350536
2019-09-27 00:00:00 UTC,37.52292190773685,262892368.1478132,298146423.5518019
2019-09-28 00:00:00 UTC,40.63855314603365,281594969.2949273,291642721.27536875
2019-09-29 00:00:00 UTC,37.80769400571371,305409140.52168655,249510815.6028617
2019-09-30 00:00:00 UTC,38.84678462285842,284285120.86146927,187834338.1206591
2019-10-01 00:00:00 UTC,38.28641878538589,291282715.30173266,236222957.208661
2019-10-02 00:00:00 UTC,37.98397725061367,286773318.61103386,268473458.3731329
2019-10-03 00:00:00 UTC,37.30967359886995,286548038.1804779,194176409.52289897
2019-10-04 00:00:00 UTC,37.07897190880366,282243375.25698984,158674034.461625
2019-10-05 00:00:00 UTC,37.09865041134513,280464627.9545715,156474115.4228241
2019-10-06 00:00:00 UTC,35.615696493655655,279580164.9797512,124092368.10521472
2019-10-07 00:00:00 UTC,37.42876610657058,269633939.54424363,128574511.23171853
2019-10-08 00:00:00 UTC,36.5226415398384,283422696.8698455,203788800.5789625
2019-10-09 00:00:00 UTC,38.090471879866065,277040541.98455995,182040281.50550845
2019-10-10 00:00:00 UTC,37.58252746862188,289035545.2241183,227970879.58366197
2019-10-11 00:00:00 UTC,36.081542118013466,285370104.20843387,191564166.33435455
2019-10-12 00:00:00 UTC,36.57716823140854,274503605.58229256,216272363.82400817
2019-10-13 00:00:00 UTC,36.97080299954918,278560968.70723945,139462715.07378763
2019-10-14 00:00:00 UTC,37.1731578321989,282319487.3244794,129915548.81673037
2019-10-15 00:00:00 UTC,36.8240987007176,282705543.57563525,122144388.19387098
2019-10-16 00:00:00 UTC,35.787048045519896,281352723.8732439,171797686.42465475
2019-10-17 00:00:00 UTC,36.09347760656468,273889105.09669036,144418746.8543488
2019-10-18 00:00:00 UTC,35.88000472594976,276737971.070156,124780033.0629437
2019-10-19 00:00:00 UTC,35.88223948605717,274741238.2353432,141154320.41983166
2019-10-20 00:00:00 UTC,36.33452361771109,274763286.57542765,131762293.7394407
2019-10-21 00:00:00 UTC,36.81770791800479,278789833.39655787,131307823.48341492
2019-10-22 00:00:00 UTC,35.87487673204431,282727779.47873735,130336476.2046476
2019-10-23 00:00:00 UTC,32.85504059987858,275392743.762605,123012625.24435838
2019-10-24 00:00:00 UTC,33.20232968198585,253171212.8069707,244092862.93985575
2019-10-25 00:00:00 UTC,37.140703761001554,255453864.9521298,147155323.58131692
2019-10-26 00:00:00 UTC,36.09205458986609,285714798.081189,324729772.93746287
2019-10-27 00:00:00 UTC,37.32665283147319,278158581.50400746,423524862.6824929
2019-10-28 00:00:00 UTC,37.85843805768753,288281905.02277434,301362059.4523489
2019-10-29 00:00:00 UTC,39.17994163825743,292635616.1975645,312273760.0666596
2019-10-30 00:00:00 UTC,38.46792668171722,302953274.1123275,278351865.89713025
2019-10-31 00:00:00 UTC,37.576814995225135,297632100.6895253,240605889.5815587
2019-11-01 00:00:00 UTC,37.82759497543391,291767621.78784955,191797148.3452303
2019-11-02 00:00:00 UTC,37.68572293325024,293016517.09171104,157491608.28618336
2019-11-03 00:00:00 UTC,37.10884164441948,292458788.6374415,120381578.3549761
2019-11-04 00:00:00 UTC,37.70352474404058,288830284.243013,129986859.98051988
2019-11-05 00:00:00 UTC,38.532176635447215,293352038.6239781,165012336.31052977
2019-11-06 00:00:00 UTC,38.7849791687686,300076791.15776825,193264896.04685915
2019-11-07 00:00:00 UTC,38.67295461344611,302320913.21859765,190115837.7490173
2019-11-08 00:00:00 UTC,36.417532652181784,301018857.9218724,166521443.06221393
2019-11-09 00:00:00 UTC,36.76601653708717,284402250.0643158,180053961.1535412
2019-11-10 00:00:00 UTC,37.6107077953595,287252221.0369722,117412245.81183945
2019-11-11 00:00:00 UTC,36.64638593794342,294244316.5669867,163340766.98277697
2019-11-12 00:00:00 UTC,36.84875289353395,287226791.5014523,127885869.64705998
2019-11-13 00:00:00 UTC,36.91515526860474,288560875.8654039,157751344.8088212
2019-11-14 00:00:00 UTC,36.39160174994612,289115879.3127934,108953908.54681513
2019-11-15 00:00:00 UTC,36.13544426819428,285792485.05052614,132609923.0491784
2019-11-16 00:00:00 UTC,35.94863200215373,284004259.4677169,175508812.70005232
2019-11-17 00:00:00 UTC,35.79142707940328,282908950.2690055,97720537.46000963
2019-11-18 00:00:00 UTC,34.73958853021699,282171852.996809,123759691.07462268
2019-11-19 00:00:00 UTC,33.98088308071923,273776384.65815,153589566.87607157
2019-11-20 00:00:00 UTC,33.78125985161394,268025556.04819384,140621432.4815449
2019-11-21 00:00:00 UTC,31.358231549778417,266745940.68977737,148188455.38381082
2019-11-22 00:00:00 UTC,29.074766301629996,247699510.4278363,185469831.17304727
2019-11-23 00:00:00 UTC,29.61576589779396,230090995.03553036,274159042.14209497
2019-11-24 00:00:00 UTC,27.34819408828856,234832159.31102067,164192381.40575182
2019-11-25 00:00:00 UTC,27.256746172658,216700081.98086345,142409541.88952348
2019-11-26 00:00:00 UTC,28.207925311742013,216360455.19227844,216897968.4725646
2019-11-27 00:00:00 UTC,28.534019893100034,223928721.4997757,135742372.20952976
2019-11-28 00:00:00 UTC,28.588832392508102,226310689.37071213,205557424.4398159
2019-11-29 00:00:00 UTC,29.344201791268,227941297.7726203,151620811.01679656
2019-11-30 00:00:00 UTC,28.96491056041966,233461273.59526947,161782692.70848477
2019-12-01 00:00:00 UTC,28.005550565948017,231181163.58016092,147648064.35696
2019-12-02 00:00:00 UTC,27.70801886677889,222666345.6067643,166782596.07911113
2019-12-03 00:00:00 UTC,27.322146119823262,220957081.76745737,91689847.93839765
2019-12-04 00:00:00 UTC,26.7014072251069,218200410.11072448,92440646.89947028
2019-12-05 00:00:00 UTC,30.162572236705735,213629501.7476636,137635057.43989322
2019-12-06 00:00:00 UTC,29.18163200348043,241165726.3088343,154674166.89422783
2019-12-07 00:00:00 UTC,29.496827943408817,233361523.9635827,119620028.7742892
2019-12-08 00:00:00 UTC,29.238995524134054,236513595.02096543,93504353.57745568
2019-12-09 00:00:00 UTC,30.993866108575354,234652787.70149815,93731765.22042392
2019-12-10 00:00:00 UTC,30.09230791851016,248853029.19458756,150288176.5160164
2019-12-11 00:00:00 UTC,31.33248261168166,241167814.58384597,131445225.36467049
2019-12-12 00:00:00 UTC,31.815115049623977,252101742.5776396,140541607.5646926
2019-12-13 00:00:00 UTC,33.31011979408644,256368371.99393928,163138291.56280223
2019-12-14 00:00:00 UTC,32.12018602218037,269801782.31829274,176846728.7222281
2019-12-15 00:00:00 UTC,32.93040764930149,259867087.805494,137607630.81006372
2019-12-16 00:00:00 UTC,29.548231115363492,266639941.79362476,146581174.35560864
2019-12-17 00:00:00 UTC,27.59104626544182,239993258.52216664,203053444.9213426
2019-12-18 00:00:00 UTC,29.29390669046522,224370905.56269035,219763884.32871684
2019-12-19 00:00:00 UTC,28.55597145935822,238648709.35003513,286772164.3089974
2019-12-20 00:00:00 UTC,28.41758381930484,232905639.9918169,189415131.0582745
2019-12-21 00:00:00 UTC,28.348143701625528,232314635.77231145,123084955.9939761
2019-12-22 00:00:00 UTC,29.177516455711576,232155882.61317533,99946325.37519848
2019-12-23 00:00:00 UTC,28.255759111933862,238741331.99784264,144409488.29662818
2019-12-24 00:00:00 UTC,28.085459771952703,232764585.7948238,159594913.81798673
2019-12-25 00:00:00 UTC,27.423211875634298,231208106.0147698,120303642.17629056
2019-12-26 00:00:00 UTC,27.60932854475119,226127640.0300949,109355524.86512925
2019-12-27 00:00:00 UTC,27.63179217993792,227983766.1940015,131524300.30434676
2019-12-28 00:00:00 UTC,28.11116095012232,228505578.78875676,114305809.10122794
2019-12-29 00:00:00 UTC,29.162038690576168,233383659.1245322,113746037.54973385
2019-12-30 00:00:00 UTC,28.270328991707505,242690260.13099384,139333293.3508015
2019-12-31 00:00:00 UTC,27.46186647117562,235880096.55423105,131224533.19520886
2020-01-01 00:00:00 UTC,28.02404217973064,229366129.9146951,108648331.43203406
2020-01-02 00:00:00 UTC,27.029861228515006,234102214.4880824,88515249.77976815
2020-01-03 00:00:00 UTC,28.49333106638313,225967724.6269895,97262287.68740244
2020-01-04 00:00:00 UTC,29.978093595073325,238473509.2178974,136820940.59150946
2020-01-05 00:00:00 UTC,30.6972328069529,251045416.57782632,97186892.5556968
2020-01-06 00:00:00 UTC,32.87573001588741,257721025.1373999,134075291.76623198
2020-01-07 00:00:00 UTC,32.296743653325244,275582394.2218692,175414475.4989467
2020-01-08 00:00:00 UTC,30.79708645466548,273959711.93515915,198300288.6228509
2020-01-09 00:00:00 UTC,30.945884927468157,260131191.3735446,189494021.8766341
2020-01-10 00:00:00 UTC,33.471999933664236,261210860.50867635,153624548.72436532
2020-01-11 00:00:00 UTC,34.77874436635897,285178383.6677024,201947493.60749012
2020-01-12 00:00:00 UTC,35.48746080102239,295315289.9811334,209244558.73004544
2020-01-13 00:00:00 UTC,38.14284651382475,301683290.28556466,157810996.53513184
2020-01-14 00:00:00 UTC,43.77478465560792,324782007.1150062,223209599.43704963
2020-01-15 00:00:00 UTC,54.73461157617271,372443251.54426056,558966116.7289817
2020-01-16 00:00:00 UTC,50.860103948452235,467851276.3651056,717385568.93341
2020-01-17 00:00:00 UTC,61.564379309557616,434199257.0469715,416961906.7797355
2020-01-18 00:00:00 UTC,51.43900824430256,528003436.1520848,688384051.3472869
2020-01-19 00:00:00 UTC,51.36482720724081,447713814.1932188,537451938.5571672
2020-01-20 00:00:00 UTC,53.48602123316304,439737119.25224984,470940142.5365865
2020-01-21 00:00:00 UTC,53.168302893538225,461014402.8284311,346580156.59372336
2020-01-22 00:00:00 UTC,51.99944189753427,459388011.7408588,275829276.3048574
2020-01-23 00:00:00 UTC,49.47270346296694,449649772.4426406,233737672.13103792
2020-01-24 00:00:00 UTC,48.9308622783769,425671696.30262023,272060299.959724
2020-01-25 00:00:00 UTC,48.81786627482401,423409411.8659081,248375108.9261074
2020-01-26 00:00:00 UTC,53.623477549514426,426675755.8513992,217471777.43152285
2020-01-27 00:00:00 UTC,55.20878233401466,466711960.05193955,249913208.85811937
2020-01-28 00:00:00 UTC,56.603280303699925,481394869.25772154,334621567.75924885
2020-01-29 00:00:00 UTC,61.98326316110847,497929255.4473229,379898069.796253
2020-01-30 00:00:00 UTC,66.57034849018288,545232685.8363938,453141899.9765626
2020-01-31 00:00:00 UTC,66.21793518747164,584100517.9513183,578596476.7297252
2020-02-01 00:00:00 UTC,65.79536990940117,581197714.1751031,539180968.7244573
2020-02-02 00:00:00 UTC,66.31864394431106,578364612.3354486,395158742.91827303
2020-02-03 00:00:00 UTC,65.51817050709329,584171688.4440743,515798037.35123986
2020-02-04 00:00:00 UTC,64.19597874036853,577891904.546397,408711336.28528583
2020-02-05 00:00:00 UTC,71.17141063368796,567123726.4119678,276646536.7779779
2020-02-06 00:00:00 UTC,70.19415002440215,625025056.2670298,410828870.74911296
2020-02-07 00:00:00 UTC,68.62117114043939,621804728.4420172,532607108.75001234
2020-02-08 00:00:00 UTC,70.02387987396068,609988355.6312426,457169575.667809
2020-02-09 00:00:00 UTC,70.92743352940356,622670732.7026603,423558850.5509218
2020-02-10 00:00:00 UTC,69.91293441583632,631182315.1964049,416112473.7072118
2020-02-11 00:00:00 UTC,72.61811995647412,623646533.6487852,526635672.4799041
2020-02-12 00:00:00 UTC,73.15787476733907,648984020.5736662,604661334.5488433
2020-02-13 00:00:00 UTC,72.0076425079654,656133654.6230488,863654383.3244212
2020-02-14 00:00:00 UTC,72.85828484707807,647117963.1059968,902712348.335528
2020-02-15 00:00:00 UTC,64.62440100910976,651934200.0639294,547994060.7127737
2020-02-16 00:00:00 UTC,60.29005397376192,581112711.4365727,646979873.2916809
2020-02-17 00:00:00 UTC,64.35717573842297,542992197.1680787,758035324.8380938
2020-02-18 00:00:00 UTC,65.90658039695862,580550395.2747273,872999574.1713468
2020-02-19 00:00:00 UTC,62.02686217387172,593728124.8914385,577297765.900706
2020-02-20 00:00:00 UTC,60.735730700974656,561304723.552569,367683263.5654669
2020-02-21 00:00:00 UTC,61.54097191027241,549805123.344088,364481412.807868
2020-02-22 00:00:00 UTC,60.74480886396603,558779992.1734347,450715787.0949727
2020-02-23 00:00:00 UTC,63.07764270336848,551966319.9607372,269773222.82319003
2020-02-24 00:00:00 UTC,60.95030209555023,575275909.0773473,430196852.4949391
2020-02-25 00:00:00 UTC,57.19968114802879,555936467.0194399,470552376.44865847
2020-02-26 00:00:00 UTC,51.47880547628435,523938829.8276829,324408504.7350233
2020-02-27 00:00:00 UTC,52.86726794403471,471015948.2088931,422211175.548425
2020-02-28 00:00:00 UTC,50.85355117732299,484480599.74550384,407370104.5783507
2020-02-29 00:00:00 UTC,49.02546280285619,466759001.6463642,353637791.3695255
2020-03-01 00:00:00 UTC,49.26316730771138,450739511.8856252,239960421.80261308
2020-03-02 00:00:00 UTC,52.273888942023454,453563826.13852894,357849289.88537335
2020-03-03 00:00:00 UTC,50.97044153094913,482032885.38927495,238002620.23487565
2020-03-04 00:00:00 UTC,50.38850739722959,469372869.1957532,328935632.8179518
2020-03-05 00:00:00 UTC,51.85691943491874,463638750.6803658,275269865.2363863
2020-03-06 00:00:00 UTC,53.258138614772726,480297394.4244101,256111020.05907947
2020-03-07 00:00:00 UTC,50.663708917805096,493580618.02171695,230441693.55287644
2020-03-08 00:00:00 UTC,42.643358140477005,470991548.67817456,200590280.30603763
2020-03-09 00:00:00 UTC,42.16787521648878,396900124.1616176,265563069.50351736
2020-03-10 00:00:00 UTC,41.52199198337677,389865635.0534547,256600828.3160548
2020-03-11 00:00:00 UTC,40.20084465200153,388949224.5861105,239827655.77456763
2020-03-12 00:00:00 UTC,26.48964042150316,375660597.36540735,210469263.191523
2020-03-13 00:00:00 UTC,27.592404847342426,234470265.00666547,367269583.8863084
2020-03-14 00:00:00 UTC,24.993311332741815,258440292.18068743,464115973.30826426
2020-03-15 00:00:00 UTC,25.723156015184134,234463195.63065463,199527324.02478716
2020-03-16 00:00:00 UTC,24.61221449519161,242149753.80066085,195019007.09601524
2020-03-17 00:00:00 UTC,25.252436163380217,230453593.83803335,296766427.3225129
2020-03-18 00:00:00 UTC,29.10025345287693,238291299.473491,230487066.0284692
2020-03-19 00:00:00 UTC,31.912870327117243,273969768.0145364,319668087.85029864
2020-03-20 00:00:00 UTC,32.80229284111702,301911752.8400306,384170270.47784215
