entry_time,entry_price,exit_time,exit_price,duration_days,gross_pnl_pct,net_pnl_pct,pnl_cash,mfe,mae,fees_paid
1999-06-25 00:00:00+00:00,83.12928754975823,1999-08-06 00:00:00+00:00,82.18500462295317,42,-1.1359,-1.3336,-133.36,7.229,-2.8768,19.8765
2000-01-11 00:00:00+00:00,91.89922130037756,2000-02-24 00:00:00+00:00,86.06200358608626,44,-6.3518,-6.539,-645.18,1.0853,-8.4685,19.0973
2000-05-03 00:00:00+00:00,90.98750865203152,2000-09-29 00:00:00+00:00,92.27113001420457,149,1.4108,1.208,111.4,6.86,-5.2557,18.5637
2001-01-24 00:00:00+00:00,86.77551709651507,2001-02-22 00:00:00+00:00,80.389888245827,29,-7.3588,-7.544,-704.07,1.7472,-7.936,17.9703
2001-08-09 00:00:00+00:00,76.01727001667018,2001-08-30 00:00:00+00:00,73.47818630460955,21,-3.3401,-3.5334,-304.89,1.3394,-3.0224,16.961
2001-12-27 00:00:00+00:00,74.37187777674788,2002-01-31 00:00:00+00:00,72.26774188852669,35,-2.8292,-3.0235,-251.67,2.2819,-6.0314,16.4042
2003-01-15 00:00:00+00:00,61.29257955397485,2003-02-03 00:00:00+00:00,56.387268620479375,19,-8.0031,-8.187,-660.88,-0.0179,-10.0834,15.491
2003-03-20 00:00:00+00:00,57.223486225360666,2004-03-24 00:00:00+00:00,73.15640692385476,370,27.8433,27.5878,2044.63,36.0563,-3.014,16.8768
2004-08-30 00:00:00+00:00,74.59685079413066,2005-04-19 00:00:00+00:00,78.34602451818947,232,5.0259,4.816,455.4,12.0786,-1.3214,19.3773
2005-07-12 00:00:00+00:00,83.45443743679294,2005-10-19 00:00:00+00:00,80.64427770181081,99,-3.3673,-3.5605,-352.89,2.2032,-3.8291,19.4795
2009-07-22 00:00:00+00:00,70.56334578230857,2010-02-05 00:00:00+00:00,79.90866061125787,198,13.2439,13.0175,1244.28,22.4233,-0.1237,20.3721
2010-03-02 00:00:00+00:00,84.34984913974186,2010-05-07 00:00:00+00:00,84.81586029613244,66,0.5525,0.3515,37.97,9.0697,-6.2208,21.6544
2010-12-03 00:00:00+00:00,92.9943968762317,2011-06-15 00:00:00+00:00,98.4801107768294,194,5.899,5.6873,616.54,13.3382,-0.0745,22.3095
2012-05-03 00:00:00+00:00,110.14747303401494,2012-05-18 00:00:00+00:00,103.00423370449987,15,-6.4852,-6.6721,-764.44,0.0284,-6.8515,22.1608
2012-06-20 00:00:00+00:00,107.06545147635352,2012-11-09 00:00:00+00:00,109.04278430487464,142,1.8468,1.6433,175.71,9.0826,-3.6293,21.5723
2013-07-10 00:00:00+00:00,133.05871084806475,2014-02-10 00:00:00+00:00,146.29018921577483,215,9.9441,9.7243,1056.89,13.2067,-1.2132,22.806
2014-02-20 00:00:00+00:00,149.34576824048446,2014-10-14 00:00:00+00:00,155.52785372593988,236,4.1394,3.9313,468.82,11.6456,-0.6825,24.3321
2015-06-22 00:00:00+00:00,177.70472648657602,2015-08-25 00:00:00+00:00,163.72103091151695,64,-7.8691,-8.0532,-998.14,0.549,-13.9688,23.8018
2016-06-01 00:00:00+00:00,178.24041427065941,2018-02-13 00:00:00+00:00,232.85541808104674,622,30.6412,30.38,3462.15,41.9268,-4.5604,26.2693
2019-10-17 00:00:00+00:00,273.4088532800062,2020-02-28 00:00:00+00:00,264.4218595943705,134,-3.287,-3.4803,-517.12,13.6468,-0.9338,29.2138
2021-05-26 00:00:00+00:00,392.4820303277564,2022-01-25 00:00:00+00:00,409.43503255249726,244,4.3194,4.1109,589.55,15.6798,-0.7213,29.2868
2023-01-23 00:00:00+00:00,381.543850567765,2023-03-14 00:00:00+00:00,375.18643402925665,50,-1.6662,-1.8628,-278.13,5.3894,-4.0987,29.598
2023-03-31 00:00:00+00:00,390.6654190863312,2023-10-04 00:00:00+00:00,410.01940154755056,187,4.9541,4.7443,695.16,13.9021,-0.2772,30.0157
2023-11-13 00:00:00+00:00,427.11633993836915,2024-08-06 00:00:00+00:00,509.65306380250564,267,19.3242,19.0856,2929.22,29.9468,-0.2343,33.643
2025-12-08 00:00:00+00:00,684.9094905713464,2025-12-26 00:00:00+00:00,689.9648425598145,18,0.7381,0.5367,98.1,0.9856,-2.2904,0.0
