time,close,Up Trend,Down Trend,Macro Score Heatmap,Rate Hike,Rate Cut,ATR
1748871000,107.7,,,1,0,0,
1749475800,133.56,,,1,0,0,
1750080600,240.28,,,1,0,0,
1750685400,180.43,,,1,0,0,
1751290200,188.77,,,1,0,0,
1751895000,187.33,,,1,0,0,
1752499800,223.78,,,1,0,0,
1753104600,192.86,,,1,0,0,
1753709400,168.1,,,1,0,0,
1754314200,159.03,47.271000000000015,,1,0,0,
1754919000,149.26,50.504900000000006,,1,0,0,
1755523800,135.04,50.504900000000006,,1,0,0,
1756128600,131.98,50.504900000000006,,1,0,0,
1756819800,114.56,50.504900000000006,,1,0,0,48.28821428571428
1757338200,125.32,50.504900000000006,,1,0,0,46.72762755102041
1757943000,144.14,52.31141500100003,,1,0,1,45.005647011661814
1758547800,126.99,52.31141500100003,,1,0,0,43.31310079654311
1759152600,145.78,64.19950565081001,,1,0,0,42.3250221682186
1759757400,132.94,70.61255508572901,,1,0,0,41.2207348704887
1760362200,126.49,70.61255508572901,,1,0,0,39.58282523688236
1760967000,142.05,70.61255508572901,,1,0,0,38.29333771996219
1761571800,126.98,70.61255508572901,,1,0,1,37.340242168536314
1762180200,103.14,70.61255508572901,,1,0,0,36.87879629935515
1762785000,81.89,70.61255508572901,,1,0,0,36.32709656368693
1763389800,71.33,70.61255508572901,,1,0,0,34.945161094852146
1763994600,79.93,70.61255508572901,,1,0,0,33.40822815950556
1764599400,85.62,70.61255508572901,,1,0,0,31.953354719540876
1765204200,83.47,70.61255508572901,,1,0,1,30.382400811002242
1765809000,86.13,70.61255508572901,,1,0,0,29.03840789593065
1766413800,81.27,70.61255508572901,,1,0,0,27.784943046221315
1767018600,83.47,70.61255508572901,,1,0,0,26.215304257205506
1767623400,82.9,70.61255508572901,,1,0,0,25.000639667405114
1768228200,78.61,70.61255508572901,,1,0,0,24.134879691161892
1768919400,71.33,70.61255508572901,,1,0,0,23.034531141793188
1769437800,63.93,,105.67198944290247,1,0,0,22.46887891737939
1770042600,57.04,,91.29772049861222,1,0,0,21.86610185185229
1770647400,60.04,,91.29772049861222,1,0,0,20.796380291005697
1771338600,63.02,,91.29772049861222,1,0,0,19.916638841648147
1771857000,83.44,,91.29772049861222,1,0,0,20.718307495816134
1772461800,101.91,57.97919208086055,,1,0,0,21.373428388972123
1773063000,115.38,76.3742728727745,,1,0,0,21.38139778975983
1773667800,126.03,89.96009558549704,,1,0,0,21.373440804776983
1774272600,93.66,89.96009558549704,,1,0,0,22.4631950330072
1774877400,90.26,89.96009558549704,,1,0,0,21.943623959220968
1775482200,88.04,,133.20629631817266,1,0,0,21.606222247848045
1776087000,105.91,,133.20629631817266,1,0,0,21.8435635158589
1776691800,99.66,,133.20629631817266,1,0,0,21.048308979011836
1777296600,99.7,,132.10059801594787,1,0,0,20.267001194796705
1777901400,113.67,,132.10059801594787,1,0,0,20.473643966596942
1778506200,114,,132.10059801594787,1,0,0,21.485526540411445
1779111000,113.12,,132.10059801594787,1,0,0,20.782274644667773
1779802200,113,,132.10059801594787,1,0,0,20.494247884334357
1780320600,80.28,,132.10059801594787,1,0,0,21.501087321167613
1780925400,77.84,,122.10710003519335,1,0,0,20.663152512512784
1781530200,80.23,,119.81289003167402,1,0,0,19.934355904476156
1782135000,73.57,,113.58010102850662,1,0,0,19.760116197013577
1782739800,64.62,,105.55759092565596,1,0,0,19.375643611512608
1783344600,66.14,,102.43506683309036,1,0,0,18.790869067833135
1783949400,60.46,,96.05252014978132,1,0,0,18.03187842013077
1784554200,62.36,,96.05252014978132,1,0,0,17.65210139012143
1785159000,62.61,,93.21961632132286,1,0,0,16.93266557654133
1785763800,66.67,,92.92465468919059,1,0,0,16.47747517821695
1786368600,71.6,,92.92465468919059,1,0,0,16.114084094058594
1786973400,87.98,,92.92465468919059,1,0,0,16.55189951591155
1787578200,94.2,59.91939673158007,,1,0,0,16.14247812191787
